BV12f4y1j7P5 嗨~B站小伙伴，东部战区正式入驻！
BV1eq4y1g7Yf 现场视频！吉林监狱脱逃罪犯朱贤健被警方抓获
BV1iQ4y1D7aY 大学生上课时，班长把逃课的同学全P上，网友：这个班双胞胎真多
BV1gL4y1z7zF 鬼灭之吻！万圣节快到了，来看看情侣们是如何“驱鬼”吧！
BV15L411g7YQ 老师通过监控找男同学没想到被女同学误会一句话把老师吓懵了
BV1df4y177z3 挪威一男子用弓箭随机杀人
BV1Fh411p7hG 60岁老人凌晨王者用赵云五杀，腾讯回应了！
BV1v34y1Z7YW 闯红灯？蜀黍：做得对！
BV1wv411w7P7 手握刺刀尖的95后战士找到了！心里牢记教诲：刺刀不能对着自己人
BV1mv411M7Sq 男子吃碗面状况状况频出笑翻网友
BV1SF411Y7MM 女孩来例假公交司机拿衣服帮忙遮挡，女孩还衣服时回赠蛋糕！超暖心
BV1g44y147jN 抗美援朝老兵的“凡尔赛”太高级了！
BV1GL4y1a786 记者暗访“虚空”明星工作室，注册只为避税
BV1qf4y1A7jB 新兴毒品rush是什么？它的危害和作用你一定想不到
BV17f4y1J7JW 南宁市公安局反诈宣传大比武获奖展播《杨过为什么在这里种田？原因是……》#反诈者集合#电信防骗#全民反诈
BV1mP4y1h7Bq 婚宴定在火锅店，宾客自己点单：可以吃回本了
BV1YR4y1t79J 快递丢件、损坏一提赔偿就踢皮球？进来学招！
BV1Eh411H74E 买冰箱送广告？消费者投诉智能冰箱强制播放广告不能关闭
BV1Eq4y1Z7Bv 高中学历父亲回应制药救子：求儿子多给点时间，我有信心让他变好
BV1WU4y1M7h5 退役军人把叠被子当职业在超市里叠出一个布偶动物园
BV1Ng411N7uk 14岁少年刺死霸凌者获刑8年假释出狱后感叹：其实我很幸运，如果没有他们，可能这辈子就这么完了吧。”
BV1HS4y1d7Yx 太刺激！香港海警船上发现一条蟒蛇，众人边拍照边惊呼
BV1SR4y1n7WJ 完美收官！无人值守一元午餐结账多出827元老君山：明年继续！
BV123411k7xt 快递员外卖员和抄近路的学生滞留在突然被封的小区成志愿者
BV1BL4y1i7VS 公开玩火！蔡英文首次证实美军存在于台湾
BV1BT4y1d76D 昆明一宠物狗未栓绳撞进出租车保险杠，警方：狗主人负全责并赔偿
BV1Sq4y1G7pF 中国风的奥运不会让你失望
BV1y3411k7KV 亲爸！猫咪误认别家崽成自己孩子，叼回家后四目对视瞬间傻眼
BV1i44y1b7s2 超凶小奶猫使出闪电喵喵拳威吓消防员拳拳落空，真是气死猫了
BV1JL411t79B 来自江西的她代表全体清华新生发言
BV1ZU4y1P71C 二头肌突然鼓起，上海一男子练肌肉练出大力水手征
BV12Q4y1D75a 相同饭量男生5毛女生3毛？高校食堂按性别定饭价惹怒男学生
BV1rF411e7vB 某火锅店自助奶茶机出料方式令人不忍直视网友：有点干燥啊
BV1Mf4y1E7wX 福建一老人街上被狗撕咬身亡，镇政府：公安局正在调查
BV1H44y1Y7LH 电线杆拉满氛围？全国60多个小镰仓，实地测评：火车道、水库旁、路中央！
BV1TQ4y1q78W 山东女生吃不惯米饭，直接在寝室大展拳脚，网友：能上天也能下厨
BV1MU4y1N7JB 十岁男孩照顾瘫痪父亲6年再受关注父母回应希望孩子好好读书以后帮助更多人
BV1ZQ4y1D7mr 15岁男生遭老师殴打后颅内血肿涉事老师：人是我打的，头是他道歉磕伤的
BV1wf4y1K7Cc 一个男子带着弩枪走进了派出所，警官也立刻拔枪，但结局我是没想到·····
BV1mv411u7Ve 男子街头向小猫咪示好，猫咪靠近后突然痛下杀手！
BV1Qh411n77J 17岁女孩做饭，瞬间全身烧掉皮！发生了什么？
BV1S44y1Y77J 儿子架子鼓上的镲片被妈妈卸下当锅盖：镲片1000多块，盖上严丝合缝的
BV17f4y1n71r 女孩辍学卖毒品，她号称“想让大家在阳光下吸大麻”
BV1m44y147yS 安徽男子在双汇火腿肠中发现不明颗粒物，双汇称将联系其处理
BV1RL4y1v7Lf 11月15日，辽宁沈阳。供暖维修工下水作业，仅有几十公分的呼吸空间，师傅跟旁边人开玩笑说“我先不上去了，下面还暖和点”。网友：每个行业都不易，请做好安全防护。
BV1XS4y1X7JB 女子一次买8瓶旺仔，民警发觉不对劲
BV1tL4y1z7NX 高校军训女生人群中热舞，男生头也不抬专心打游戏
BV1UU4y1g7gu 孩子打疫苗时一直哭闹，家长失去耐心摔孩子吓坏旁人
BV1mM4y1G7Kn 痛心！男子路遇车祸救人发现死者是女儿
BV17R4y1b7Jb 铁轨上空满是铁路工人！这场面太震撼
BV1Zg411K7oM 辣眼睛！女歌手舞台上当众小便，警方介入调查
BV12P4y1h7qa 大一男生军训弹奏琵琶名曲十面埋伏：从一年级就跟爷爷学习琵琶
BV1L44y1v7g5 蜂花董事长回应倒闭传闻，网友金句频出
BV13f4y1u7oT 斑马线的礼让换来兵哥哥的敬礼！
BV1wL41137zX 小奶狗被抛弃后惊吓过度,蜷缩路边叫声让人心疼,女子暖心收养回家
BV1Bv411T7od 男子因情受挫醉驾“自首”求交警带走，当街崩溃：你戴黑帽子我戴绿帽子
BV1Sf4y177h4 高中女生递给同桌一瓶饮料，男生一个动作让网友直呼：太甜了
BV1dT4y1Z7oA 【卢克说】二十年后，东北也许会成为中国的“北欧”（上）
BV1uP4y1Y7PQ 美国费城肯辛顿大街底层人民真实街拍，吸毒者和流浪者随处可见，这不是在演戏！
BV1vP4y187Qa 它的“下脚料”做成了人民币！
BV1iF411Y7hd “不赴饭局”的公安局长走了
BV1JQ4y1U7ZT 男生人体功能课上充当模特脱衣瞬间引尖叫反应最大的竟是两个室友
BV1jq4y157YK 国风大赏！马凡舒王冰冰绝美变装尽显古风之美
BV1X44y1h7M8 奥密克戎毒株危害性有多大？钟南山最新研判来了
BV1tQ4y1C7xC 民警连麦主播宣传反诈主播被吓懵：我啥事也没犯
BV1qq4y1972M 这美好的信任！天冷，猫妈把幼崽全放进主人被窝
BV1K64y1h7W2 迎国庆！西安不夜城同李白对诗送肉夹馍游客：不愧为“馍都”
BV1pL4y1p7or 全球仅1台！86岁大爷痴迷游戏23年，索尼总裁送限量签名游戏机
BV1qv411u7Nn 广东室友第一次吃成都火锅，被辣出“静止表情包”
BV1hb4y117x9 教训太惨痛！12岁女儿目睹妈妈当场身亡！
BV1Lh411t7G6 工信部：网盘企业应确保免费用户基本下载速率
BV1q64y187m9 私家车贴“731必胜”，南通交警：已将人车查获
BV1iq4y1Z7zZ 玩滑梯听到哭声，5岁女孩报警：我捡到一个小朋友
BV1Mh4118756 男子长期吸毒产生幻视幻听，称有人指使他往下跳，父亲深深自责最终精神失常
BV1844y1i7dn 网曝某高校一男子攀爬女生寝室偷窃内衣，被女生用晾衣杆赶跑
BV1zQ4y167JA 牧民大哥草原上连点4天外卖，202公里配送费584元：同一个配送员
BV1TP4y1L7yU 罚！网络主播雪梨、林珊珊偷逃税被处罚
BV14f4y1E7cU 教育部要求逐步提高艺考文化课录取线
BV1VL41147gW 长隆企鹅酒店拒绝导盲犬入内并拒绝退房费，警察直接霸气三连解决问题
BV1N44y1Y7x8 “林源购”虚假游戏交易平台你见过吗？
BV1M34y1X78d 网传女子用采耳工具抠脚，当事人哭诉视频不实：路上有人讥笑我
BV1b44y147yU 送别！微波电子学家黄宏嘉院士逝世
BV1Hv411w7KF 警察赶到的时候，那个骗子已经亏了200元…
BV1fh411J7n7 画风诡异！厕所突然钻出一截管子剧烈扭动，老板吓一跳：像电影里的异形
BV1vf4y1E79B 【中国天团】这款国产自动步枪竟然可以这样？把“稳”打在评论区！
BV1bF411Y7e2 90后宝妈和2岁儿子对打：让孩子感同身受改掉乱打人的坏习惯
BV1Eh411J7LR 山西汾河新绛段发生决口：决口长度近20米，当地正全力封堵
BV1Wg411T7JH 最开心的事是拆快递，最难过的事是拆完不如不拆
BV1qv411u794 伴郎给路边大爷递红包，大爷乐呵跟着迎亲队伍一起摇摆
BV1Nh411t73X 男子领完离婚证，吐槽前妻“洗劫一空”，剩下的东西让他哭笑不得
BV1TQ4y1D7fJ 食堂阿姨变黄码，烹饪专业学生提前上岗“就业
BV1hb4y1h7m3 男子晒媳妇的床头柜，再一看自己高级“床头柜”：大哥家庭地位高
BV1XL411T7iT 曲婉婷云尽孝大结局！曲母侵吞3.5亿被判无期徒刑！
BV1iv411u7Gg 因运营失误损失超200万？元气森林发公告恳请用户退款
BV1ZF411a7wt 团伙黑进8600个网络摄像头，卖涉黄录像、卖账号密码…
BV1BP4y187Vp 上海一游客手机落进动物园水池，小水獭灵巧帮捞起，全程录像公开
BV1u44y1v77X “我们是去替人民解决问题的而不是给他们增添麻烦”
BV1uu411o7mv 杀害母亲与阿姨后，以色列杀人犯庭审时不停学猫叫，辩护律师：他没有人性
BV1uu411f7qg 丈夫持刀泣声质问躲自家衣柜男子，妻子抱着娃称：修水龙头的
BV1SL4y1p7a8 游乐园人偶跳舞安慰哭泣女孩给糖果，“小黄龙”：人只有开心的时候糖才是甜的
BV1mU4y1F7c5 广东一男子接儿子刑拘书后，惊喜到手抖：马赛克都挡不住他的笑容
BV18h411H7qW 父亲自学基因学以身试药救罕见病孩子：只是一个普通、固执的父亲
BV1pb4y1U7PS 8岁男孩痴迷画画到凌晨曾因感统失调被幼儿园劝退5次
BV1dh411b7Gz 招手即停！甘肃设移动式核酸检测点
BV1zf4y1T7UK 陈漫和迪奥被骂上热搜，我们还要被“欧美偏见审美”恶心多久？
BV1cL4y1q7bg 谎称大学生以卖笔换学分为名诈骗，9人落网
BV1db4y1t7bA 老师监控呼叫学生，女孩对准摄像头歪头回应，对话内容可爱到网友
BV1G3411q7Fu 暗访房本办理：跑办事大厅历时44天，找“黄牛”一天就办完
BV1zF411b755 苹果APPstore搜索“女厕所”现社交软件？！回应：属系统自动推送，将反馈上级处理
BV1w44y1i7FB 外卖小哥用俄语帮顾客点单，一旁服务员看呆：这行门槛也太高了吧
BV1mP4y1t75Z 尴尬瞬间！小伙穿汉服迎风骑摩托，上演现实版“两袖清风”
BV1xR4y1t7WB 王冰冰体验快递送货上门，竟然遭遇了“闭门羹”？！
BV1eP4y1L7TB 女子住酒店拉开窗帘发现一间会议室：退房时才发现，整个人都呆了
BV13U4y1w7JE 超甜!新娘婚礼现场爆笑告白新郎
BV1D34y1m7tu 整条线路都是直的司机另类吐槽山东高速网友：多少有点凡尔赛了
BV1r64y1h716 高能瞬间！老师们的“超神绝技”
BV1wh411b7sK 夫妻院子建雪屋，夫唱妇随一直忙到天黑，网友：羡慕有人一直陪伴！
BV15P4y1V7HZ 11月25日，广西南宁。中学体育老师展示立定跳远“绝活”，为即将参加体考的学生加油鼓劲
BV1tq4y1u7tL 出生6个月就住在爸爸外卖箱的小女孩长大了
BV13u411f7Y6 男子刚结完婚躺婚床上哈哈得意大笑妻子：有点上当的感觉
BV12L411G7jK 网红打卡不要命！贵州苗寨“传统”敬酒礼发明于2009年！全国古街都一样！
BV1dL411G7YJ 这个敬礼，令人肃然起敬！
BV1pv41137qa 男子走进巷道突然将小狗暴力摔死，随后两次返回将尸体藏于垃圾桶中
BV1sb4y117vS 老师突发奇想测试学生脑筋急转弯，结果答案让老师哭笑不得
BV1g34y1X7Di 民警霸气扔手铐帮工人讨工资，怼包工头：知道手铐的冰凉和重量么？
BV1D341187Nh 56岁阿姨边卖菜边画油画：儿子不学了，自己却坚持了下来
BV1f44y1t77y 【中国天团】 新兵实弹射击前：“太无聊了！”实弹射击后：“真香！”
BV1TP4y1a7Au 欢迎回家！孟晚舟即将回到祖国
BV1dq4y1o78M 女子网购筋膜枪被快递员当成情趣用品，在外包装写字辱骂“给你大耳巴子”
BV1mq4y1T7ir 男子醉卧车底通讯录中“老婆”已是前妻，不料对方赶来好言劝慰令醉汉开心大笑
BV1Sf4y1K7nf 班主任受邀当10年前早恋学生证婚人：用幸福打我的脸
BV1tu411o7uy 堵截蒙古国入境草原火灾现场直击（作者：杨堃）
BV1Kg411F767 妈妈用光纤为女儿做了条会发光的公主裙,穿着夜游太吸睛,网友羡慕
BV14U4y177jq 父亲病重，山东女大学生“不敢崩溃”：如果爸爸没了，我过年无家可回
BV1TF411Y7Yt 小学老师全麻做胃镜后无意识讲课：人是晕的，自言自语开始上课
BV1Ng411F7zy 广东一教官军训时纠正同学普通话，网友：别把教官带偏了
BV1Rw411f7Ez 气泡水，打的是“笑气”吗？会上瘾吗？
BV1uq4y1S74X 炊事员在作战演习中一边飙车一边做饭锅都要起飞了菜也没飞出来
BV1sU4y1A7go 台湾魔性五倍券广告火了台网友炸锅：见鬼了！
BV1e44y1x7AU 倪光南被柳传志搞得净身出户，联想葬送中国芯片发展宝贵时机
BV1T44y1e7gz 启动了但没完全启动，后驱车+下雪天上演大型社死现场
BV19h411b7Ct 男子当着警察面打老婆，民警怒吼：“反了你了！”
BV1qL41137Du 封校后的大学生：用绳子从楼下买苹果
BV1NT4y1Z7Pe 班会课上，贵州一小学生一首《酒干倘卖无》唱哭同学，歌声里知父母恩
BV1Pq4y157Xg 山东一动物园虎区有狗，老虎还撒娇求亲亲，饲养员：那是它“妈”
BV1bU4y1T7DQ 女子寒风中抱坠楼老人半小时：救人之后特别想念家人
BV15R4y1b75V 女孩半岁时失聪靠读唇语学会听和说，考上清华大学读博
BV14L4y167sB 80岁大爷在海滩上搭出实景山水画儿子：这是他的世界
BV1ig411V7Ld 北上广不相信水花全运会比奥运会还激烈！
BV1BU4y1M7uc 众多up主齐称被骗，腾讯叫停企鹅号黎明计划并向UP主道歉：因执行中管理不严及产品设计不完善导致了不少问题
BV1tg411F7Bm 凡尔赛了！“110吗？有高铁在飙车，时速至少300公里！”110：建议您联系一下空军那边…
BV1SQ4y1z78Q 暖！面馆连续11天给医护送龙虾鲍鱼面，医护集体喊话老板不要龙虾
BV1Ng411V7SN 偷学生作业，手咋那么欠~
BV1jP4y1L7W1 男生偷玩女友古筝后，女友弹的《小白兔》秒变曲风
BV1a34y1d74R 有杀气！妈妈听到弟弟在儿子面前拆穿自己本性，2副面孔秒切换
BV1NP4y1h715 广电总局：停止利用广播电视和网络视听节目宣传推销槟榔及其制品
BV1jL4y187Z1 江南布衣童装被曝印有恐怖阴森图案和英文，江南布衣：相关货品已下架，今后将严格审核
BV1z3411C7TT 店主见拾荒老人一直盯着烤红薯立马给他包了一个：看见他开心我也很温暖
BV1wP4y1V7XV 无奈的缘份！大哥因酷似越狱犯朱贤健躺枪，3天被抓5次。你们认为他像吗？
BV1Pq4y167JG 浙江一男子误将保时捷开走，车主懵了：我发小还在后座睡觉呢
BV12u411Z7rR 室友买回一个套娃，打开后画风越来越扭曲
BV1DF411Y7tP 空姐等车冻得直抖，海航让高管干部们也来受这份苦，街头一幕亮了
BV1of4y1J7hB 受气候变化影响赤道附近国家喀麦隆出现下雪奇景
BV1aP4y1L71v “咋崇洋媚外了？”深圳地铁安全员要乘客给外国人让座，后续来了
BV1pq4y157ui 山东一高校迎新晚会，退伍特种兵学姐引学弟学妹疯狂尖叫
BV1Ab4y1a7by 车主未付300油费，加油站员工边抹泪边工作，民警当天帮忙追回
BV1Cf4y1J7kk 女子乘车时情绪失控，趁司机打电话对其狂殴：这是非法拘禁
BV1kq4y1g7tG 宁夏一男子发狗狗警察表情包被拘民警：普通情况下使用没关系
BV1QQ4y1D7dp 欧金中死了，但事情不该就此结束：让那些合理的追问一一被正视、被解答
BV1fr4y1y7uY 为给7个月弟弟捐骨髓9岁哥哥日夜跑步锻炼：每天跑10到20公里
BV1aF411e7hy 女儿亲手做生日礼物送给爸爸，爸爸表示收到礼物挺开心但心里又感觉怪怪的
BV1Th411H7x4 电影《长津湖》上映第二天，总票房突破4亿，已打破8项国内影史纪录
BV1fS4y1R7jj 法院悬赏1亿通缉2男子，网友炸锅：第一次发现，1个亿离我这么近
BV1wM4y1P7vg 初三学生住院落下功课，八旬教授病房内插胃管为他辅导作业
BV1YT4y1o7En 村头到家门的路只有几百米，但刘黔却走了39年。
BV1wf4y1J7MW 墨西哥毒枭处决敌对帮派成员将尸体扔市长办公室楼外
BV1t44y1e7yq 男子种了大半年的胡萝卜，丰收时拔出来一看却都像“土豆”
BV1vL4y167BE 性侵未成年、强迫生孩子，韩国骇人听闻的邪教被曝光
BV1Mq4y137oG 假如记者都准时下班会怎样？
BV17T4y1R7SK 【1818黄金眼】消费时未满十八， 足浴店花7800多
BV1bv411w7uj 上海一中学食堂15元可吃6菜1汤1酸奶，同学：学校这是要把我喂胖！
BV1p64y1a7Vu 福建莆田四岁核酸阳性小朋友独自接受隔离检查，小小身影让人心疼
BV1nP4y1t7uz 顾客凌晨两点还在用餐，老板结账后离开，早上收拾瞬间感动！网友：讲究人!
BV1m34y1m7UE 女子买了套9米高LOFT公寓，交房后大吃一惊：好似一口深井！
